epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
62,12932.3,0.64136,0.063,0.0488,0.24883,0.00906,0,0.99303,0.99176,0.99337,0.93524,0.9912,0.98992,0.99318,0.99315,0.41531,0.01978,0.00836,0.12549,0.00812,0,0.00194421,0.00194421,0.00194421
63,13143.8,0.64077,0.0619,0.04876,0.25094,0.00901,0,0.99397,0.99217,0.99347,0.93563,0.99213,0.99028,0.99317,0.99314,0.41412,0.01971,0.00826,0.12396,0.00809,0,0.00191435,0.00191435,0.00191435
64,13343,0.63464,0.06089,0.04938,0.24473,0.00897,0,0.99371,0.99228,0.9936,0.93596,0.99202,0.99032,0.99342,0.99339,0.41331,0.01964,0.00825,0.12364,0.00808,0,0.0018843,0.0018843,0.0018843
65,13550.6,0.6336,0.06069,0.0483,0.24636,0.00891,0,0.99371,0.99176,0.99365,0.93625,0.99192,0.98992,0.99356,0.99354,0.41243,0.01958,0.00821,0.12382,0.00806,0,0.0018541,0.0018541,0.0018541
66,13754.4,0.63308,0.0607,0.04843,0.2435,0.00893,0,0.99357,0.99128,0.99359,0.93668,0.99187,0.98957,0.99349,0.99347,0.41139,0.01949,0.00805,0.12407,0.00804,0,0.00182375,0.00182375,0.00182375
67,13961.5,0.63381,0.06158,0.04779,0.24599,0.00895,0,0.99291,0.99202,0.99358,0.93693,0.99107,0.99019,0.99348,0.99345,0.41074,0.01941,0.00786,0.12376,0.00803,0,0.00179326,0.00179326,0.00179326
68,14167.4,0.62585,0.05971,0.04846,0.23958,0.00881,0,0.99164,0.99349,0.9936,0.93746,0.99342,0.98737,0.9935,0.99347,0.40974,0.01935,0.00782,0.12302,0.00801,0,0.00176265,0.00176265,0.00176265
69,14370.9,0.62959,0.06359,0.04801,0.24378,0.0089,0,0.99396,0.98992,0.99354,0.93715,0.99329,0.98751,0.99344,0.99341,0.40866,0.01929,0.00798,0.12273,0.008,0,0.00173193,0.00173193,0.00173193
70,14575.5,0.62231,0.05938,0.04767,0.242,0.0088,0,0.99122,0.9932,0.99362,0.93753,0.99079,0.9894,0.99353,0.99351,0.40773,0.01924,0.00803,0.12297,0.00798,0,0.00170112,0.00170112,0.00170112
71,14776.1,0.62246,0.05841,0.0461,0.239,0.00881,0,0.99434,0.98891,0.99367,0.9378,0.99263,0.98721,0.99353,0.99351,0.40709,0.01916,0.00802,0.12281,0.00796,0,0.00167022,0.00167022,0.00167022
72,14995.6,0.62187,0.05872,0.0474,0.23805,0.00872,0,0.9922,0.99267,0.99384,0.93787,0.99443,0.98652,0.9936,0.99357,0.40654,0.01893,0.00792,0.12227,0.00796,0,0.00163926,0.00163926,0.00163926
73,15200.2,0.62186,0.05948,0.04722,0.23995,0.00876,0,0.99253,0.99091,0.99394,0.93817,0.99056,0.98889,0.99373,0.9937,0.40577,0.01888,0.00796,0.1228,0.00794,0,0.00160824,0.00160824,0.00160824
74,15402.2,0.61622,0.05779,0.04621,0.23515,0.00868,0,0.9932,0.99123,0.99397,0.93874,0.99223,0.98901,0.99375,0.99373,0.40523,0.01881,0.00797,0.12265,0.00793,0,0.00157719,0.00157719,0.00157719
75,15604.2,0.61896,0.05777,0.04612,0.23556,0.00868,0,0.99034,0.99411,0.99392,0.93888,0.98965,0.99058,0.99372,0.9937,0.40442,0.01876,0.00797,0.1225,0.00791,0,0.0015461,0.0015461,0.0015461
76,15814.7,0.61558,0.05674,0.04612,0.23639,0.00864,0,0.99099,0.99276,0.99391,0.9386,0.98946,0.99005,0.99368,0.99366,0.40377,0.01861,0.00794,0.12253,0.0079,0,0.001515,0.001515,0.001515
77,16017.5,0.61534,0.05673,0.046,0.23693,0.00865,0,0.99223,0.99254,0.99379,0.93887,0.99083,0.9902,0.99354,0.99351,0.40304,0.01851,0.00799,0.12245,0.00788,0,0.0014839,0.0014839,0.0014839
78,16220.8,0.6104,0.05762,0.04626,0.23392,0.0086,0,0.99145,0.99241,0.99381,0.93893,0.98936,0.99032,0.99356,0.99353,0.40232,0.01846,0.00797,0.12212,0.00787,0,0.00145281,0.00145281,0.00145281
79,16426.7,0.60903,0.05504,0.04502,0.23212,0.00853,0,0.98971,0.99418,0.99382,0.93894,0.99182,0.98822,0.99354,0.99352,0.40175,0.01838,0.00798,0.12156,0.00786,0,0.00142176,0.00142176,0.00142176
80,16640.1,0.61167,0.05527,0.04472,0.23331,0.00855,0,0.99225,0.99202,0.99384,0.93902,0.99134,0.98913,0.99359,0.99356,0.40135,0.01826,0.00786,0.1215,0.00785,0,0.00139074,0.00139074,0.00139074
81,16845.2,0.60914,0.05611,0.04474,0.23193,0.00856,0,0.99318,0.99148,0.99385,0.939,0.99143,0.98953,0.99363,0.9936,0.40088,0.01814,0.00766,0.12093,0.00784,0,0.00135978,0.00135978,0.00135978
82,17051.2,0.60816,0.0558,0.04458,0.23103,0.00853,0,0.99312,0.99215,0.99355,0.93887,0.99157,0.99045,0.99346,0.99344,0.40048,0.01806,0.00763,0.12029,0.00783,0,0.00132888,0.00132888,0.00132888
83,17255,0.60342,0.05644,0.04514,0.23166,0.00848,0,0.99264,0.99254,0.99357,0.93898,0.99116,0.99071,0.99349,0.99347,0.40019,0.01799,0.00767,0.12014,0.00782,0,0.00129807,0.00129807,0.00129807
84,17461.7,0.60461,0.05566,0.04442,0.23192,0.00851,0,0.99381,0.99293,0.99357,0.93951,0.99197,0.99084,0.99348,0.99347,0.39969,0.01794,0.00764,0.11928,0.00781,0,0.00126735,0.00126735,0.00126735
