epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
102,29791.3,0.62141,0.05643,0.04638,0.24628,0.00877,0,0.99097,0.9928,0.9937,0.93611,0.99289,0.98728,0.99358,0.99356,0.41851,0.01922,0.00728,0.12529,0.00815,0,0.00124288,0.00124288,0.00124288
103,30038.9,0.6219,0.05648,0.04619,0.2448,0.00875,0,0.99489,0.99058,0.99375,0.93642,0.99349,0.98848,0.99361,0.99359,0.41734,0.01918,0.00732,0.1242,0.00813,0,0.00119883,0.00119883,0.00119883
104,30287.3,0.62006,0.05693,0.04508,0.24655,0.00874,0,0.99371,0.99231,0.99381,0.93656,0.99178,0.99019,0.99369,0.99366,0.41658,0.01914,0.00732,0.12446,0.00812,0,0.00115536,0.00115536,0.00115536
105,30536.6,0.61838,0.05546,0.04451,0.24469,0.00868,0,0.9943,0.9928,0.99383,0.93684,0.9924,0.9907,0.99372,0.9937,0.41589,0.0191,0.00732,0.12351,0.0081,0,0.00111248,0.00111248,0.00111248
106,30785.5,0.62003,0.05576,0.04499,0.24625,0.00877,0,0.99358,0.99243,0.99391,0.93702,0.99189,0.99045,0.99379,0.99377,0.41533,0.01906,0.0073,0.12361,0.00809,0,0.00107023,0.00107023,0.00107023
107,31033.5,0.62034,0.05632,0.0449,0.24575,0.00873,0,0.99164,0.99372,0.99391,0.937,0.99057,0.99123,0.99378,0.99377,0.41452,0.01898,0.00722,0.12363,0.00808,0,0.00102862,0.00102862,0.00102862
108,31282.6,0.61619,0.05451,0.04462,0.24459,0.00871,0,0.99229,0.9933,0.99391,0.93696,0.9911,0.99084,0.99379,0.99377,0.41395,0.01896,0.00722,0.1233,0.00807,0,0.000987659,0.000987659,0.000987659
109,31531.3,0.61716,0.0548,0.04503,0.2425,0.00868,0,0.99419,0.99215,0.99374,0.93695,0.99299,0.98979,0.99361,0.99359,0.41321,0.01892,0.00721,0.12247,0.00805,0,0.000947376,0.000947376,0.000947376
110,31780.4,0.61777,0.05421,0.04584,0.24252,0.00869,0,0.99384,0.99227,0.99382,0.93692,0.992,0.99005,0.99374,0.99372,0.41257,0.0189,0.0072,0.12272,0.00804,0,0.000907784,0.000907784,0.000907784
111,32028.6,0.61709,0.05405,0.04495,0.24676,0.00869,0,0.9931,0.99228,0.99384,0.93703,0.99135,0.99037,0.99372,0.9937,0.41155,0.01888,0.0072,0.12226,0.00802,0,0.000868902,0.000868902,0.000868902
112,32277,0.61374,0.05308,0.04321,0.24326,0.0087,0,0.99371,0.99199,0.99385,0.93753,0.992,0.98933,0.99374,0.99372,0.41094,0.01886,0.0072,0.12231,0.00801,0,0.000830746,0.000830746,0.000830746
113,32525.7,0.61236,0.05432,0.04513,0.24139,0.00864,0,0.9937,0.99131,0.99379,0.93745,0.99187,0.98948,0.99368,0.99366,0.41057,0.01884,0.00718,0.12266,0.008,0,0.000793333,0.000793333,0.000793333
114,32773,0.60972,0.05437,0.04408,0.24153,0.00862,0,0.99363,0.99071,0.99382,0.93787,0.99194,0.98888,0.99372,0.99369,0.40981,0.01883,0.00715,0.1226,0.00799,0,0.00075668,0.00075668,0.00075668
115,33021.4,0.61108,0.05337,0.04405,0.24095,0.00861,0,0.99344,0.99163,0.99386,0.93812,0.99169,0.98966,0.99375,0.99373,0.4091,0.01882,0.00714,0.12235,0.00798,0,0.000720803,0.000720803,0.000720803
116,33269.7,0.60866,0.05207,0.04388,0.23841,0.00859,0,0.99384,0.9919,0.99387,0.93835,0.99219,0.99005,0.99377,0.99376,0.40829,0.01879,0.00717,0.12176,0.00796,0,0.000685717,0.000685717,0.000685717
117,33518.8,0.60881,0.05194,0.04418,0.24184,0.00858,0,0.99114,0.99372,0.99387,0.93847,0.99038,0.99097,0.99378,0.99376,0.40778,0.0188,0.00716,0.12204,0.00795,0,0.000651437,0.000651437,0.000651437
118,33767.2,0.60939,0.05157,0.04256,0.23942,0.0086,0,0.9923,0.99411,0.99412,0.93875,0.99265,0.98992,0.99402,0.99401,0.40733,0.01877,0.00712,0.12042,0.00794,0,0.00061798,0.00061798,0.00061798
119,34015.5,0.60817,0.05211,0.04285,0.23788,0.0086,0,0.99532,0.99136,0.99414,0.93894,0.99354,0.98966,0.99403,0.99401,0.40684,0.01876,0.00711,0.11997,0.00793,0,0.000585359,0.000585359,0.000585359
120,34265.1,0.60763,0.05294,0.04357,0.23982,0.00857,0,0.99479,0.99189,0.99402,0.93882,0.99316,0.99019,0.99389,0.99387,0.40633,0.01875,0.0071,0.12006,0.00792,0,0.000553588,0.000553588,0.000553588
121,34513.3,0.60576,0.05198,0.04341,0.23867,0.00851,0,0.99514,0.99147,0.99357,0.93892,0.99343,0.9897,0.99344,0.99342,0.40581,0.01873,0.00707,0.12061,0.00791,0,0.000522683,0.000522683,0.000522683
122,34761,0.60591,0.05346,0.04336,0.24159,0.00857,0,0.99449,0.99222,0.9934,0.93886,0.99356,0.98949,0.99325,0.99323,0.40552,0.0187,0.00706,0.12013,0.00791,0,0.000492656,0.000492656,0.000492656
123,35008.9,0.60249,0.05082,0.04343,0.23681,0.00851,0,0.99345,0.99306,0.99359,0.93936,0.99214,0.9907,0.99347,0.99345,0.40485,0.0187,0.00705,0.11979,0.0079,0,0.00046352,0.00046352,0.00046352
124,35256.5,0.60492,0.05184,0.04242,0.23782,0.0085,0,0.9931,0.99411,0.99398,0.93973,0.99335,0.98992,0.99388,0.99387,0.40457,0.01866,0.00703,0.11933,0.00789,0,0.000435288,0.000435288,0.000435288
125,35504.3,0.60393,0.05181,0.04323,0.23909,0.00854,0,0.99333,0.99404,0.99404,0.93971,0.99123,0.99125,0.99393,0.99392,0.40425,0.01865,0.00702,0.11987,0.00788,0,0.000407973,0.000407973,0.000407973
126,35753.1,0.60359,0.05033,0.04215,0.23727,0.00848,0,0.99397,0.99176,0.99404,0.93981,0.99258,0.98966,0.99392,0.9939,0.4039,0.01863,0.00702,0.11999,0.00788,0,0.000381587,0.000381587,0.000381587
127,36002,0.60549,0.0533,0.04456,0.23862,0.00852,0,0.99181,0.99477,0.99397,0.9397,0.99036,0.99215,0.99386,0.99384,0.40361,0.01862,0.00701,0.11973,0.00787,0,0.000356141,0.000356141,0.000356141
128,36249.6,0.60294,0.05147,0.0421,0.23606,0.00854,0,0.99269,0.99499,0.99388,0.93968,0.99053,0.99163,0.99378,0.99377,0.4032,0.01861,0.007,0.11928,0.00786,0,0.000331646,0.000331646,0.000331646
129,36497.4,0.5997,0.05012,0.0424,0.23527,0.00847,0,0.9932,0.99413,0.99369,0.93957,0.99162,0.99131,0.99356,0.99354,0.40282,0.0186,0.007,0.11914,0.00786,0,0.000308113,0.000308113,0.000308113
130,36744.7,0.60143,0.05108,0.04393,0.23308,0.00849,0,0.99271,0.99437,0.99359,0.93958,0.99136,0.99117,0.99346,0.99345,0.40231,0.01861,0.00703,0.11931,0.00785,0,0.000285553,0.000285553,0.000285553
131,36993.3,0.42822,0.02599,0.00829,0.13338,0.00838,0,0.99268,0.99431,0.99356,0.9397,0.99214,0.99072,0.99344,0.99342,0.40216,0.01856,0.00707,0.11928,0.00784,0,0.000263975,0.000263975,0.000263975
132,37241,0.4194,0.02564,0.00784,0.12649,0.00813,0,0.99244,0.99463,0.99383,0.94011,0.99188,0.99135,0.99373,0.99372,0.40195,0.01851,0.00707,0.11925,0.00784,0,0.000243389,0.000243389,0.000243389
133,37487.9,0.41605,0.02518,0.00787,0.12414,0.00805,0,0.99256,0.99472,0.99388,0.94032,0.99169,0.9911,0.99375,0.99373,0.40158,0.01848,0.00708,0.1189,0.00783,0,0.000223803,0.000223803,0.000223803
134,37737,0.41471,0.02437,0.00731,0.12416,0.008,0,0.9932,0.9942,0.99383,0.94032,0.99266,0.99096,0.9937,0.99369,0.40132,0.01845,0.00708,0.11882,0.00782,0,0.000205227,0.000205227,0.000205227
135,37984.8,0.41323,0.02355,0.00695,0.12356,0.00801,0,0.99347,0.9945,0.99385,0.94046,0.9918,0.99189,0.99373,0.99371,0.40121,0.01883,0.00722,0.11826,0.00782,0,0.000187668,0.000187668,0.000187668
136,38233.4,0.4138,0.02431,0.00684,0.12404,0.00798,0,0.99307,0.99443,0.9939,0.9407,0.99233,0.99123,0.99381,0.99379,0.40096,0.01872,0.00718,0.1181,0.00782,0,0.000171135,0.000171135,0.000171135
137,38481.8,0.40936,0.02485,0.00771,0.12308,0.00785,0,0.99217,0.99515,0.99384,0.94057,0.99089,0.99163,0.99375,0.99374,0.40066,0.01861,0.00716,0.11832,0.00781,0,0.000155634,0.000155634,0.000155634
138,38730.6,0.41175,0.02395,0.00748,0.12258,0.00797,0,0.9921,0.9949,0.99368,0.94097,0.99253,0.99062,0.99361,0.99359,0.40033,0.01857,0.00714,0.11903,0.00781,0,0.000141173,0.000141173,0.000141173
139,38978.6,0.40985,0.02382,0.00728,0.12151,0.00788,0,0.99412,0.99241,0.99357,0.94095,0.99234,0.99058,0.99351,0.99349,0.4002,0.01849,0.00711,0.11926,0.0078,0,0.000127757,0.000127757,0.000127757
140,39226.4,0.40847,0.02438,0.00767,0.12251,0.00784,0,0.9941,0.99282,0.993,0.9405,0.99266,0.99058,0.99292,0.99291,0.39989,0.01843,0.00709,0.11887,0.0078,0,0.000115392,0.000115392,0.000115392
141,39474.9,0.40643,0.02405,0.00692,0.12115,0.00782,0,0.99282,0.99471,0.99299,0.94046,0.99279,0.99067,0.99291,0.99289,0.39974,0.01847,0.00698,0.11849,0.00779,0,0.000104085,0.000104085,0.000104085
142,39724.7,0.40892,0.02403,0.00735,0.12265,0.00784,0,0.99288,0.99411,0.99375,0.94144,0.99284,0.99032,0.99367,0.99366,0.3994,0.01842,0.00696,0.1185,0.00779,0,9.38391e-05,9.38391e-05,9.38391e-05
143,39973.4,0.40587,0.02367,0.00737,0.12179,0.00778,0,0.99307,0.9941,0.99407,0.94192,0.99266,0.99065,0.99401,0.99399,0.39898,0.01838,0.00694,0.11789,0.00778,0,8.46598e-05,8.46598e-05,8.46598e-05
144,40221.4,0.40803,0.02446,0.00704,0.12081,0.0078,0,0.99334,0.99464,0.99412,0.9421,0.99331,0.99082,0.99406,0.99404,0.39879,0.01834,0.0069,0.11731,0.00777,0,7.6551e-05,7.6551e-05,7.6551e-05
145,40468.5,0.40921,0.0238,0.00709,0.12174,0.00787,0,0.9941,0.99411,0.99415,0.94215,0.99422,0.99058,0.99409,0.99407,0.39844,0.01822,0.00701,0.1168,0.00777,0,6.95161e-05,6.95161e-05,6.95161e-05
146,40715.4,0.40511,0.02509,0.00691,0.12077,0.00778,0,0.99504,0.99346,0.99416,0.94221,0.9937,0.99076,0.9941,0.99408,0.39811,0.0182,0.00688,0.11667,0.00776,0,6.35583e-05,6.35583e-05,6.35583e-05
147,40964.1,0.40484,0.02415,0.00723,0.12003,0.00776,0,0.99398,0.99467,0.99417,0.94313,0.99448,0.99007,0.99411,0.99409,0.39785,0.01818,0.00687,0.11636,0.00776,0,5.86802e-05,5.86802e-05,5.86802e-05
148,41212.8,0.40465,0.02421,0.00749,0.1209,0.00779,0,0.9952,0.99346,0.99418,0.94333,0.99435,0.99076,0.99412,0.9941,0.39752,0.01816,0.00684,0.11623,0.00775,0,5.48838e-05,5.48838e-05,5.48838e-05
149,41461.7,0.40548,0.02381,0.00654,0.12082,0.0078,0,0.99548,0.99254,0.99419,0.94345,0.99387,0.99005,0.99411,0.9941,0.39725,0.01814,0.00682,0.11639,0.00774,0,5.2171e-05,5.2171e-05,5.2171e-05
150,41710.1,0.40403,0.02339,0.00702,0.1203,0.00776,0,0.99567,0.99281,0.9942,0.94361,0.99383,0.99078,0.99412,0.99411,0.39703,0.01811,0.00681,0.11627,0.00774,0,5.05428e-05,5.05428e-05,5.05428e-05
